tensor(0.0069, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4053e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0016, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.7298e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(1.7648e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.6845e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.2225e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0008, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.8424e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.1042e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.2121e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.0770e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.0507e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.9769e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.8418e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0008, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.5278e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.5985e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4926e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0016, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0011, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.8812e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.5960e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.3548e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.5962e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.5369e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.9214e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0005, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.7389e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.8695e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.3458e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0016, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0011, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4033e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.6841e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6889e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.0463e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6855e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(1.7671e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.0765e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4047e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0008, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.3344e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0008, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.1017e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6832e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.3098e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.2469e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.2475e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.4395e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.1030e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.4389e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4415e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(1.7801e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.0181e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0005, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.0770e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.9745e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.7320e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.5182e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.0462e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0005, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0004, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.3296e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0005, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.1870e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.7343e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.4367e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.3317e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.5024e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.7579e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.4390e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.6392e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.6609e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(1.7367e-06, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.0787e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0004, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0005, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.5324e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.6354e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.8706e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0005, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.4767e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4053e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.0792e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.2721e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0008, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6840e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.8705e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.6329e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0016, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4034e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.5471e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4338e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.2080e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.3249e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.8659e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.0453e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.4760e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.8697e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.8439e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0011, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0011, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0016, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.1014e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4038e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4903e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.0762e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6896e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.8647e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.6603e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.0758e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.3446e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.8700e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0011, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.5957e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.0125e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.6338e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.3465e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.9096e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.0170e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.0166e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0004, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6818e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.3306e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.5555e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6824e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.3266e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.2401e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.2452e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.1055e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6824e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6868e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.2869e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.2821e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.1005e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.5376e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(1.7377e-06, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.1020e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.8653e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4948e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.1031e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.4096e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.5394e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.5413e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.6839e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.5458e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.3274e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4940e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0016, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0004, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0016, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.7382e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.0457e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.4099e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.9742e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4995e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.4369e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.2734e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.3585e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4038e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0004, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.3573e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.2726e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.7596e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.1848e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.5949e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0004, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.1834e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.8669e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0005, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.9435e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0004, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4066e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0011, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.7379e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0008, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.6339e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.4178e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.9093e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.5434e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.0458e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4045e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0004, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.0772e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.9274e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.3495e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.0451e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.0789e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.5398e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6841e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(1.7644e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.8806e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4905e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.2089e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.4368e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.4112e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.8788e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.4342e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.6437e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.9105e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0003, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.5255e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.8668e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(1.7646e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.9733e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.3254e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.0152e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.7528e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0004, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.4394e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.5254e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.5014e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4918e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4924e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.0175e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.1026e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.6827e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.1003e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.0774e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.9236e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.5161e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.6584e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.0127e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.4303e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.9233e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0005, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.9240e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.8696e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.5410e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.0166e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4916e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4079e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4942e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(7.4367e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0008, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(1.7590e-06, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.8645e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0004, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.2437e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(3.8695e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.5364e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0005, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.6623e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(2.5407e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.4768e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4925e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.0172e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(5.4320e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.5334e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0001, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(6.4112e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(4.4036e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(9.4941e-05, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(0.0002, device='cuda:0', grad_fn=<MseLossBackward>)
tensor(8.0752e-05, device='cuda:0', grad_fn=<MseLossBackward>)
